MPO_term	cluster_label	MPO_label
MP:0006306	159	abnormal nasal pit morphology
MP:0009526	2620	absent sublingual gland
MP:0009209	3350	abnormal internal female genitalia morphology
MP:0003222	3143	increased cardiomyocyte apoptosis
MP:0008167	3772	increased B-1a cell number
MP:0009131	3794	decreased white fat cell number
MP:0002473	6520	impaired complement classical pathway
MP:0030709	2284	increased circulating glutamine level
MP:0030550	945	abnormal cementoblast morphology
MP:0030111	432	absent temporomandibular joint
MP:0005323	2113	dystonia
MP:0008194	5676	abnormal memory B cell physiology
MP:0030391	1618	premature zygomaticomaxillary suture closure
MP:0005445	3757	abnormal neurotransmitter secretion
MP:0002887	3299	decreased susceptibility to pharmacologically induced seizures
MP:0020749	2111	abnormal cingulate cortex morphology
MP:0004720	3600	abnormal platelet morphology
MP:0008254	1979	increased megakaryocyte cell number
MP:0030536	5795	abnormal diastema morphology
MP:0005281	2440	increased fatty acids level
MP:0013637	1680	increased femur stiffness
MP:0000130	1922	abnormal trabecular bone morphology
MP:0005450	2029	abnormal energy expenditure
MP:0014226	3869	abnormal alveolar macrophage physiology
MP:0030073	3297	square face
MP:0020526	6327	enlarged thalamus
MP:0004308	6083	abnormal basilar membrane morphology
MP:0004275	15	abnormal postnatal subventricular zone morphology
MP:0013791	2868	absent external nares
MP:0013631	272	decreased bone trabecular spacing
MP:0003878	89	abnormal ear physiology
MP:0008042	5318	abnormal NK T cell physiology
MP:0009242	695	thin sperm flagellum
MP:0008733	1676	abnormal hair shaft melanin granule distribution
MP:0020211	2043	slow movement
MP:0003816	1197	abnormal pituitary gland development
MP:0009200	1906	enlarged external male genitalia
MP:0010964	6939	increased compact bone volume
MP:0009655	644	abnormal secondary palate development
MP:0003587	2189	ureter obstruction
MP:0005537	2995	abnormal cerebral aqueduct morphology
MP:0030885	1279	increased radius size
MP:0030324	5844	abnormal anterior head development
MP:0013580	902	abnormal nasal gland morphology
MP:0006226	518	iris hypoplasia
MP:0009629	1392	small brachial lymph nodes
MP:0013283	2308	failure of ventral body wall closure
MP:0004810	954	decreased hematopoietic stem cell number
MP:0010579	4366	increased heart left ventricle size
MP:0021157	6104	increased heart left ventricle wall thickness
MP:0002754	4409	dilated heart right ventricle
MP:0030966	6294	decreased brain ependyma motile cilium number
MP:0013202	434	abnormal cilium morphology
MP:0010984	245	abnormal metanephric mesenchyme morphology
MP:0001879	2804	abnormal lymphatic vessel morphology
MP:0012220	2729	abnormal ether lipid level
MP:0000263	2913	absent organized vascular network
MP:0012200	1489	increased endothelial cell proliferation
MP:0003493	456	parathyroid gland hyperplasia
MP:0030005	643	increased retina apoptosis
MP:0012089	5481	decreased midbrain size
MP:0011911	2785	abnormal pancreatic endocrine progenitor cell physiology
MP:0004622	5765	sacral vertebral fusion
MP:0002921	3364	abnormal post-tetanic potentiation
MP:0008062	3168	abnormal podocyte slit junction morphology
MP:0003453	360	abnormal keratinocyte physiology
MP:0012568	697	decreased mammary gland tumor incidence in breeding females
MP:0013320	5103	dilated seminal vesicle
MP:0020337	5143	abnormal pyramidal neuron dendrite morphology
MP:0002418	2845	increased susceptibility to viral infection
MP:0003032	207	hypocapnia
MP:0006422	494	increased mammary adenoacanthoma incidence
MP:0003749	2083	down-turned corners of mouth
MP:0006055	4443	abnormal vascular endothelial cell morphology
MP:0005440	4191	increased glycogen level
MP:0008067	1816	retina ganglion cell degeneration
MP:0008580	2953	photoreceptor inner segment degeneration
MP:0001496	7055	audiogenic seizures
MP:0011275	6150	abnormal behavioral response to light
MP:0009387	447	abnormal epidermal pigmentation
MP:0003901	7136	abnormal PR interval
MP:0020191	1731	abnormal lymphocyte activation involved in immune response
MP:0012320	2609	abnormal body fat mass
MP:0031157	5488	abnormal arterial thrombosis
MP:0010123	3515	increased bone mineral content
MP:0008160	5830	increased diameter of humerus
MP:0013787	187	photophobia
MP:0031074	2587	increased circulating type I collagen C-terminal telopeptide level
MP:0011265	1034	abnormal pancreas mesenchyme morphology
MP:0030681	2891	increased circulating hydroxyproline level
MP:0030545	3162	abnormal acellular cementum morphology
MP:0003405	5571	abnormal platelet shape
MP:0014072	3679	decreased cardiac muscle glycogen level
MP:0020190	1491	abnormal lung adenoma incidence
MP:0010081	1032	posterior microphthalmia
MP:0011136	2250	increased lung endothelial cell adhesion
MP:0020366	2849	decreased brain iron level
MP:0003932	2923	abnormal molar crown morphology
MP:0002624	6109	abnormal tricuspid valve morphology
MP:0002843	5983	decreased systemic arterial blood pressure
MP:0009732	3871	ventricular premature beat
MP:0013798	1382	abnormal jeujunal goblet cell morphology
MP:0008938	4806	decreased pituitary gland weight
MP:0009617	2069	decreased brain zinc level
MP:0000556	814	abnormal hindlimb morphology
MP:0008462	2684	abnormal medium spiny neuron morphology
MP:0004618	1782	thoracic vertebral transformation
MP:0000208	2051	decreased hematocrit
MP:0000269	1237	abnormal heart looping
MP:0002160	2316	abnormal reproductive system morphology
MP:0011709	5473	increased fibroblast cell migration
MP:0012334	1803	decreased circulating homocysteine level
MP:0006329	2808	sensorineural hearing impairment
MP:0009935	6673	abnormal Meibomian gland acinus morphology
MP:0010720	448	absent sublingual duct
MP:0011824	1022	increased cell chemotaxis
MP:0012403	1922	abnormal nail plate morphology
MP:0009532	2180	decreased parotid gland size
MP:0000750	4641	abnormal muscle regeneration
MP:0008399	2363	abnormal alpha-beta intraepithelial T cell morphology
MP:0010249	6612	lactation failure
MP:0004734	4547	small thoracic cavity
MP:0008912	5786	nervous
MP:0009921	2486	abnormal transitional stage T3 B cell morphology
MP:0008065	551	short endolymphatic duct
MP:0010231	4683	transverse fur striping
MP:0031404	3219	increased tubuloglomerular feedback response
MP:0012273	1230	axial mesoderm hypoplasia
MP:0020446	3061	increased NAD(P)H oxidase activity
MP:0004055	3121	atrium hypoplasia
MP:0003852	4049	skeletal muscle necrosis
MP:0004263	1606	abnormal limb posture
MP:0006274	289	abnormal urine sodium level
MP:0002968	3204	increased circulating alkaline phosphatase level
MP:0000489	3656	abnormal large intestine morphology
MP:0008816	824	petechiae
MP:0009069	2904	dilated oviduct
MP:0003283	2128	abnormal digestive organ placement
MP:0000752	3270	dystrophic muscle
MP:0030494	477	abnormal molar root morphology
MP:0011835	1048	abnormal urogenital fold morphology
MP:0010192	2867	abnormal retina melanin granule morphology
MP:0002556	96	abnormal cocaine consumption
MP:0020280	1016	increased creatine kinase level
MP:0030694	1530	increased circulating serine level
MP:0013905	2266	preputial gland inflammation
MP:0013227	2948	small brain ventricles
MP:0008259	2707	abnormal optic disk morphology
MP:0011409	457	increased renal glomerulus basement membrane thickness
MP:0004880	4599	lung cyst
MP:0013513	498	decreased memory-marker CD4-negative NK T cell number
MP:0011237	3064	decreased blood oxygen capacity
MP:0008075	1772	decreased CD4-positive, alpha-beta T cell number
MP:0012086	126	absent hindgut
MP:0008541	994	leukostasis
MP:0000753	2856	paralysis
MP:0004523	347	decreased cochlear hair cell stereocilia number
MP:0013012	1328	abnormal trunk neural crest cell migration
MP:0012014	4281	abnormal olfactory neuron innervation pattern
MP:0012348	1583	decreased susceptibility to induction of seizure by inducing agent
MP:0002753	614	dilated heart left ventricle
MP:0003339	688	decreased pancreatic beta cell number
MP:0012065	3140	increased astrocyte number
MP:0003334	102	pancreas fibrosis
MP:0008447	2023	absent retina cone cells
MP:0001679	7002	thin apical ectodermal ridge
MP:0020455	2022	increased erythrocyte aggregation
MP:0012305	1009	umbilical cord hemorrhage
MP:0001844	325	autoimmune response
MP:0004027	1409	trisomy
MP:0011260	3305	abnormal head mesenchyme morphology
MP:0008615	2298	decreased circulating interleukin-17 level
MP:0004998	3481	decreased CNS synapse formation
MP:0031060	5362	decreased circulating C-reactive protein level
MP:0010311	222	increased meningioma incidence
MP:0013264	2942	tongue ankylosis
MP:0009449	1097	increased platelet ATP level
MP:0008542	5654	enlarged cervical lymph nodes
MP:0000777	2366	increased inferior colliculus size
MP:0011659	1592	interrupted aortic arch, type b
MP:0003173	6021	decreased lysosomal enzyme secretion
MP:0008278	3646	failure of sternum ossification
MP:0008023	2288	abnormal styloid process morphology
MP:0003422	6664	abnormal thrombolysis
MP:0003195	913	calcinosis
MP:0020852	3163	abnormal olfactory behavior
MP:0003787	4042	abnormal imprinting
MP:0030473	3321	fused molars
MP:0002647	7098	decreased intestinal cholesterol absorption
MP:0003212	731	increased susceptibility to age related obesity
MP:0009553	2655	fused lips
MP:0003542	177	abnormal vascular endothelial cell development
MP:0000286	797	abnormal mitral valve morphology
MP:0005612	2009	decreased susceptibility to type II hypersensitivity reaction
MP:0013262	2196	abnormal mouth floor morphology
MP:0011071	4163	absent club cells
MP:0005574	5386	decreased pulmonary respiratory rate
MP:0020870	2362	decreased thigmotaxis
MP:0003456	2660	absent tail
MP:0008864	3831	abnormal intestinal secretion
MP:0009231	2787	detached acrosome
MP:0030856	1458	abnormal olecranon morphology
MP:0000013	3923	abnormal adipose tissue distribution
MP:0031212	5412	decreased eye anterior chamber depth
MP:0008096	1001	abnormal plasma cell number
MP:0020891	1615	abnormal sulfate level
MP:0030025	233	giant platelets
MP:0010827	1308	small lung saccule
MP:0009433	5530	polyovular ovarian follicle
MP:0009282	1694	decreased hyperactivated sperm motility
MP:0009975	1210	absent cerebral cortex pyramidal cells
MP:0003299	6706	gastric polyps
MP:0001552	3303	increased circulating triglyceride level
MP:0009690	1486	abnormal neural tube mantle layer morphology
MP:0008681	6840	increased interleukin-17 secretion
MP:0008235	2621	increased susceptibility to neuronal excitotoxicity
MP:0021127	2041	decreased phosphocholine level
MP:0009716	6213	abnormal subcommissural organ morphology
MP:0001729	628	impaired embryo implantation
MP:0001299	6868	abnormal eye distance/ position
MP:0000377	1300	abnormal hair follicle morphology
MP:0011189	4187	small embryonic epiblast
MP:0011738	5976	anasarca
MP:0013593	1704	enlarged thymus cortex
MP:0012269	3352	nuchal edema
MP:0004404	2517	cochlear outer hair cell degeneration
MP:0000571	6720	interdigital webbing
MP:0012616	390	increased circulating factor IX level
MP:0004609	5906	vertebral fusion
MP:0001858	3782	intestinal inflammation
MP:0000706	5512	small thymus
MP:0001922	5979	reduced male fertility
MP:0013490	1239	absent infundibular recess of third ventricle
MP:0000400	230	abnormal awl hair morphology
MP:0004777	4213	abnormal phospholipid level
MP:0002503	658	abnormal histamine physiology
MP:0010999	988	proteinosis
MP:0005320	1712	abnormal biopterin level
MP:0003503	3302	decreased activity of thyroid gland
MP:0000223	3530	decreased monocyte cell number
MP:0000479	956	abnormal enterocyte morphology
MP:0008725	2241	enlarged heart atrium
MP:0010864	2165	abnormal enamel knot morphology
MP:0012330	5164	decreased circulating fibrinogen level
MP:0005065	1796	abnormal neutrophil morphology
MP:0001556	3300	increased circulating HDL cholesterol level
MP:0002672	157	abnormal pharyngeal arch artery morphology
MP:0030092	2636	abnormal outer ear helix morphology
MP:0004813	1798	absent linear vestibular evoked potential
MP:0005591	2828	decreased vasodilation
MP:0002212	6887	abnormal secondary sex determination
MP:0004548	965	dilated esophagus
MP:0013615	2120	increased volumetric bone mineral density
MP:0002493	540	increased IgG level
MP:0010639	6160	abnormal tumor pathology
MP:0010601	6694	thick pulmonary valve
MP:0001756	5313	abnormal urination
MP:0008417	970	decreased somatotroph cell size
MP:0010664	322	abnormal vitelline artery morphology
MP:0002041	984	increased pituitary adenoma incidence
MP:0006424	478	absent testis cords
MP:0013531	6209	abnormal periderm development
MP:0010207	3415	abnormal telomere morphology
MP:0000588	3337	thick tail
MP:0010668	5136	abnormal hepatic portal vein morphology
MP:0009705	5913	abnormal midgut morphology
MP:0009782	111	abnormal basicranium angle
MP:0003410	2696	abnormal artery development
MP:0011891	5653	decreased circulating ferritin level
MP:0002972	1552	abnormal cardiac muscle contractility
MP:0013971	1411	blood in lymph vessels
MP:0001676	3110	abnormal apical ectodermal ridge morphology
MP:0005553	1961	increased circulating creatinine level
MP:0003097	489	abnormal tendon stiffness
MP:0021208	4637	median cleft palate
MP:0002411	3567	decreased susceptibility to bacterial infection
MP:0008319	1957	abnormal sympathetic afferent fiber morphology
MP:0030529	905	abnormal head skin morphology
MP:0004797	2045	increased anti-erythrocyte antigen antibody level
MP:0008416	872	increased somatotroph cell size
MP:0006289	554	otic capsule hypoplasia
MP:0004354	899	absent deltoid tuberosity
MP:0012150	4224	increased b-wave implicit time
MP:0002879	2522	increased cellular sensitivity to X-ray irradiation
MP:0009763	976	increased sensitivity to induced morbidity/mortality
MP:0009415	4346	skeletal muscle degeneration
MP:0008931	1927	abnormal paraventricular thalamic nucleus morphology
MP:0013507	2013	increased ovary apoptosis
MP:0006089	1947	abnormal vestibular saccule morphology
MP:0013652	2870	decreased CD11b-low dendritic cell number
MP:0011084	5258	lethality at weaning, incomplete penetrance
MP:0010505	1820	abnormal T wave
MP:0021202	2292	abnormal palatopharyngeus muscle morphology
MP:0003194	4193	abnormal frequency of paradoxical sleep
MP:0011468	2207	abnormal urine amino acid level
MP:0008331	3811	increased lactotroph cell number
MP:0010190	1942	abnormal retina melanocyte morphology
MP:0000562	4674	polydactyly
MP:0005635	2747	decreased circulating bilirubin level
MP:0004988	945	increased osteoblast cell number
MP:0011928	2491	abnormal mitral valve flow
MP:0013157	318	increased KLRG1+ CD4 alpha-beta T cell number
MP:0010839	6988	decreased CD8-positive, alpha-beta memory T cell number
MP:0012419	2166	decreased cardiovascular system tumor incidence
MP:0003954	852	abnormal Reichert's membrane morphology
MP:0005599	4235	increased cardiac muscle contractility
MP:0010472	4057	abnormal ascending aorta and coronary artery attachment
MP:0001322	601	abnormal iris morphology
MP:0003977	3871	abnormal circulating carnitine level
MP:0020409	232	abnormal cardiac thrombosis
MP:0006250	1172	abnormal line of Schwalbe morphology
MP:0012349	3663	increased susceptibility to induction of seizure by inducing agent
MP:0003280	5608	urinary incontinence
MP:0009414	5942	skeletal muscle fiber necrosis
